layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer
0,KEY,query_item_orig,query_item_orig,conv_input,kl_div,0.000628837278213723,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.5727892552968115,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.0443983673204121,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,0.5158952738708139,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,27.2021484375,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,6.811756134033203,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,20.29993438720703,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.04134834978126219,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.04386486921174566,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,6.85809326171875,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,6.953277587890625,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item,conv_input,restored_prob,0.08551618224677346,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,query_item,conv_input,restored_prob,0.05333612758025611,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,query_item,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item,conv_input,restored_logit,3.621337890625,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,query_item,conv_input,restored_logit,4.0057373046875,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,query_item,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item,conv_input,restored_prob,0.08736416923071712,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item,conv_input,restored_prob,0.05641195314245544,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item,conv_input,restored_logit,7.1954803466796875,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item,conv_input,restored_logit,6.456962585449219,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,divider,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,divider,conv_input,restored_prob,0.06543630049654559,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,divider,conv_input,restored_prob,0.04730754613499036,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,divider,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,divider,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,divider,conv_input,restored_logit,5.9251861572265625,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,divider,conv_input,restored_logit,6.603752136230469,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,divider,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,divider,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.07281565645102825,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.06369004842505899,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,5.786308288574219,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,5.184108734130859,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.04532006096522959,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.049503163913621265,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,5.7710418701171875,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,5.117530822753906,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.984375,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,query_item,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,divider,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.015625,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,query_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,2.5548063500731156e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,3.478938312870187e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.627593994140625,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.8861236572265625,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig,conv_input,kl_div,0.0008575902750465048,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.5622173487208784,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,8.217141029002949e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,0.5622125982528093,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,26.94921875,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.624969482421875,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,26.168701171875,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item,conv_input,restored_prob,4.445614899958283e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,query_item,conv_input,restored_prob,2.545661327854276e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,query_item,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item,conv_input,restored_logit,0.9774932861328125,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,query_item,conv_input,restored_logit,0.8930816650390625,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,query_item,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item,conv_input,restored_prob,0.0003342655840545056,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item,conv_input,restored_prob,0.00016888839683465638,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item,conv_input,restored_logit,0.9506301879882812,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item,conv_input,restored_logit,0.8203086853027344,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,divider,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,divider,conv_input,restored_prob,0.00014631097702030564,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,divider,conv_input,restored_prob,0.0001066206085009887,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,divider,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,divider,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,divider,conv_input,restored_logit,0.763214111328125,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,divider,conv_input,restored_logit,0.66558837890625,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,divider,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,divider,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,6.233822317683626e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,4.6891187667967547e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,1.113037109375,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,0.9915838241577148,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,3.579380873339636e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,7.109795197004549e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.5722457233350724,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,0.7668838500976562,ar_32_nope/mamba___128___1e-03,0.001,128,2
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,0.7908420562744141,ar_32_nope/mamba___128___1e-03,0.001,128,2
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,27.189453125,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item_orig,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig,conv_input,max_perc,1.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,query_item,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,divider,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
0,KEY,target_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item_orig,conv_input,kl_div,6.114590785089025e-08,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.03184756593766763,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,-5.518727715904956e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,6.7062530517578125,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,-0.015045166015625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig,conv_input,kl_div,4.711929879608334e-08,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.04591979600707466,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,-0.00046159263515445874,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,7.0360107421875,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,-0.012451171875,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item,conv_input,kl_div,8.221878866621068e-07,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item,conv_input,restored_prob,0.021478054119540263,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item,conv_input,prob_diff,0.00032198120580150436,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item,conv_input,restored_logit,4.456298828125,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item,conv_input,logit_diff,0.066162109375,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item,conv_input,restored_prob,0.02545973705419376,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item,conv_input,restored_logit,5.71844482421875,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,divider,conv_input,kl_div,6.75534881366957e-08,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,divider,conv_input,restored_prob,0.029254059036904572,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,divider,conv_input,prob_diff,7.526726346943264e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,divider,conv_input,restored_logit,7.308258056640625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,divider,conv_input,logit_diff,0.02593994140625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,-2.2117439685276352e-09,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.05401862733355005,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,-0.0005458130655396735,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,4.5709228515625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,-0.010986328125,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,4.880907589210892e-08,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.053797147390956396,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,0.00011088052894346221,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,4.45758056640625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,-0.006439208984375,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.15625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,query_item,conv_input,max_perc,0.21875,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,divider,conv_input,max_perc,0.109375,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.140625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.3125,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,query_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,4.40307027566726e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,1.1446533203125,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig,conv_input,kl_div,9.477475337860142e-07,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.0001324515720063149,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,-2.7140780504654862e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.90521240234375,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,0.435791015625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item,conv_input,kl_div,7.271692545884889e-07,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item,conv_input,restored_prob,9.41954822213314e-06,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item,conv_input,prob_diff,2.9624706646304436e-06,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item,conv_input,restored_logit,0.8404693603515625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,query_item,conv_input,logit_diff,0.03179931640625,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item,conv_input,restored_prob,3.5112096148071126e-06,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item,conv_input,restored_logit,0.6899871826171875,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,divider,conv_input,kl_div,1.8629160453143e-07,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,divider,conv_input,restored_prob,7.39007847306268e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,divider,conv_input,prob_diff,6.970544748955034e-06,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,divider,conv_input,restored_logit,0.62677001953125,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,divider,conv_input,logit_diff,0.058807373046875,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,kl_div,6.080320513746074e-08,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,3.528580900156841e-05,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,prob_diff,3.841656842469571e-06,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,0.9319095611572266,ar_32_nope/mamba___128___1e-03,0.001,128,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,logit_diff,0.061779022216796875,ar_32_nope/mamba___128___1e-03,0.001,128,2
